platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info;student_id;student_dob;;;;;;;;;;;;;;;;;;;;
2;866;01/12/2025;168,23;Project Management Essentials;06/11/2025;Business Intelligence Specialist;specialization;154;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";323044;09/06/1977;;;;;;;;;;;;;;;;;;;;
319;664;05/08/2024;49,39;R for Data Analysis;25/07/2021;Cloud Fundamentals Certificate;completion;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";628819;09/12/1936;;;;;;;;;;;;;;;;;;;;
228;373;14/06/2023;93,05;Machine Learning Basics;30/12/2022;Database Foundations Certificate;completion;99;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";244712;11/06/1993;;;;;;;;;;;;;;;;;;;;
261;175;26/10/2034;450;Excel for Professionals;28/08/2025;Statistics for Business Certificate;specialization;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";730371;10/02/1954;;;;;;;;;;;;;;;;;;;;
414;251;05/06/2033;380,6;Business Communication Skills;12/07/2024;HR Analytics Certificate;specialization;;"Prepares students to communicate clearly in professional environments; requires no technical background.";018167;03/10/1964;;;;;;;;;;;;;;;;;;;;
221;997;12/06/2033;898,3;Machine Learning Basics;31/07/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";858590;03/04/1980;;;;;;;;;;;;;;;;;;;;
494;515;27/07/2024;208,46;Process Improvement Techniques;22/01/2024;Statistics for Business Certificate;specialization;;"Prepares students to improve processes using structured methods; requires analytical thinking.";404199;25/12/1955;;;;;;;;;;;;;;;;;;;;
362;405;06/06/2035;99,29;Industrial IoT Fundamentals;06/12/2025;Cybersecurity Awareness Certificate;completion;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";216108;14/12/1939;;;;;;;;;;;;;;;;;;;;
3;402;20/01/2024;204,48;Database Design Principles;06/12/2023;Business Analytics Certificate;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";669379;10/03/1927;;;;;;;;;;;;;;;;;;;;
458;967;08/01/2026;177,75;Database Design Principles;17/06/2025;Digital Marketing Analyst;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";057910;19/02/1927;;;;;;;;;;;;;;;;;;;;
335;824;12/03/2025;65,08;Digital Marketing Analytics;09/06/2022;Cloud Fundamentals Certificate;completion;188;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";916767;26/06/1926;;;;;;;;;;;;;;;;;;;;
290;679;24/06/2029;35,58;Digital Marketing Analytics;12/02/2025;AI Productivity Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";462330;01/07/1944;;;;;;;;;;;;;;;;;;;;
291;853;20/04/2029;44,71;Agile and Scrum Fundamentals;22/04/2025;Database Foundations Certificate;completion;195;"Prepares students to work in agile delivery environments; requires no prior agile certification.";791939;20/07/2001;;;;;;;;;;;;;;;;;;;;
394;642;29/09/2028;450;SQL for Data Management;01/08/2024;Business Analytics Certificate;specialization;93;"Prepares students to query and manage relational databases; requires no prior SQL experience.";594692;25/09/1957;;;;;;;;;;;;;;;;;;;;
376;646;27/07/2030;164,7;Database Design Principles;11/04/2025;Business Intelligence Specialist;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";333524;08/06/2000;;;;;;;;;;;;;;;;;;;;
215;328;22/09/2022;593,8;AI Tools for Productivity;14/11/2021;Machine Learning Foundations Certificate;advanced;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";128157;04/04/1974;;;;;;;;;;;;;;;;;;;;
390;496;18/08/2024;74,35;Cybersecurity Awareness;13/03/2024;Web Development Foundations Certificate;completion;36;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";491968;08/02/1978;;;;;;;;;;;;;;;;;;;;
431;370;25/10/2034;939,89;Machine Learning Basics;18/09/2025;Industrial IoT Certificate;advanced;189;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";252220;21/12/1995;;;;;;;;;;;;;;;;;;;;
244;54;02/10/2025;529,67;Process Improvement Techniques;26/06/2021;Agile Practitioner Certificate;professional;88;"Prepares students to improve processes using structured methods; requires analytical thinking.";121320;11/04/1929;;;;;;;;;;;;;;;;;;;;
389;887;11/06/2022;141,36;Risk Management Essentials;12/05/2022;Digital Marketing Analyst;specialization;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";668839;02/03/1975;;;;;;;;;;;;;;;;;;;;
268;468;28/07/2027;1211,2;Web Development Basics;26/01/2025;Machine Learning Foundations Certificate;advanced;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";397153;13/01/1975;;;;;;;;;;;;;;;;;;;;
197;80;06/01/2022;770,72;Data Governance Fundamentals;08/08/2021;Operations Excellence Certificate;advanced;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";273568;24/10/1980;;;;;;;;;;;;;;;;;;;;
188;962;21/07/2026;436,87;Database Design Principles;01/01/2023;Business Analytics Certificate;specialization;44;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";093190;03/04/1993;;;;;;;;;;;;;;;;;;;;
473;415;12/08/2025;227,42;Statistics for Decision Making;22/01/2022;Statistics for Business Certificate;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";110851;25/02/1932;;;;;;;;;;;;;;;;;;;;
469;488;25/05/2024;1269,36;Web Development Basics;25/02/2023;Machine Learning Foundations Certificate;advanced;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";696134;28/07/1935;;;;;;;;;;;;;;;;;;;;
492;24;13/10/2030;114,12;AI Tools for Productivity;16/02/2024;Cloud Fundamentals Certificate;completion;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";279519;22/09/1956;;;;;;;;;;;;;;;;;;;;
1;470;09/02/2026;764,3;Operations Management;23/12/2023;Industrial IoT Certificate;advanced;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";223263;22/06/1993;;;;;;;;;;;;;;;;;;;;
126;559;25/04/2027;98,67;Database Design Principles;13/03/2025;AI Productivity Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";404124;03/12/1986;;;;;;;;;;;;;;;;;;;;
102;794;20/10/2034;361,18;Financial Modeling Essentials;02/06/2025;Agile Practitioner Certificate;professional;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";434715;26/06/2007;;;;;;;;;;;;;;;;;;;;
486;633;23/05/2022;79,51;Operations Management;05/12/2021;Database Foundations Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";643560;28/12/2005;;;;;;;;;;;;;;;;;;;;
151;260;21/08/2026;1380,46;Database Design Principles;30/09/2023;Operations Excellence Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";259708;28/09/1941;;;;;;;;;;;;;;;;;;;;
260;702;06/11/2024;341,71;Data Governance Fundamentals;20/09/2024;Business Analytics Certificate;specialization;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";644784;18/08/1983;;;;;;;;;;;;;;;;;;;;
220;103;07/03/2025;900;Operations Management;16/10/2023;Project Management Certificate;professional;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";157245;14/01/1931;;;;;;;;;;;;;;;;;;;;
179;749;21/02/2025;703,03;Financial Modeling Essentials;28/09/2024;Financial Modeling Certificate;professional;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";947210;28/11/1954;;;;;;;;;;;;;;;;;;;;
38;432;18/12/2026;63,8;Digital Marketing Analytics;18/03/2024;Excel Professional Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";380939;19/03/1998;;;;;;;;;;;;;;;;;;;;
404;236;03/04/2030;120;Excel for Professionals;17/07/2021;Web Development Foundations Certificate;completion;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";003961;16/09/1979;;;;;;;;;;;;;;;;;;;;
176;955;08/09/2025;450;Data Governance Fundamentals;14/06/2024;Statistics for Business Certificate;specialization;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";316757;05/10/1969;;;;;;;;;;;;;;;;;;;;
116;160;09/12/2025;513,57;Cybersecurity Awareness;27/09/2025;Operations Excellence Certificate;advanced;66;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";164917;26/02/1976;;;;;;;;;;;;;;;;;;;;
289;613;01/01/2029;55,1;Business Intelligence Foundations;22/11/2022;Database Foundations Certificate;completion;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";226105;21/01/2006;;;;;;;;;;;;;;;;;;;;
287;135;29/06/2028;198,17;HR Analytics;27/10/2025;Statistics for Business Certificate;specialization;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";290246;04/03/1981;;;;;;;;;;;;;;;;;;;;
448;704;03/11/2029;90,88;Agile and Scrum Fundamentals;28/06/2025;Cloud Fundamentals Certificate;completion;75;"Prepares students to work in agile delivery environments; requires no prior agile certification.";567047;02/07/2004;;;;;;;;;;;;;;;;;;;;
467;910;05/11/2027;1099,16;Financial Modeling Essentials;15/06/2022;Industrial IoT Certificate;advanced;130;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";543764;26/08/2001;;;;;;;;;;;;;;;;;;;;
467;910;06/09/2030;1096,2;Statistics for Decision Making;15/06/2022;Industrial IoT Certificate;advanced;166;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";306732;24/08/1965;;;;;;;;;;;;;;;;;;;;
415;564;20/11/2021;40,98;Business Intelligence Foundations;15/07/2021;Cloud Fundamentals Certificate;completion;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";534264;25/10/1967;;;;;;;;;;;;;;;;;;;;
57;786;08/10/2033;227,96;Statistics for Decision Making;11/03/2024;Business Intelligence Specialist;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";387976;02/11/1930;;;;;;;;;;;;;;;;;;;;
110;873;30/10/2021;68,81;Industrial IoT Fundamentals;13/04/2021;Database Foundations Certificate;completion;41;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";627025;27/03/1947;;;;;;;;;;;;;;;;;;;;
110;873;07/10/2021;38,32;Database Design Principles;13/04/2021;Database Foundations Certificate;completion;74;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";190137;13/11/1932;;;;;;;;;;;;;;;;;;;;
290;578;21/02/2031;423,79;Python for Business Analytics;12/02/2025;Power BI Analyst Certificate;professional;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";931735;14/12/1935;;;;;;;;;;;;;;;;;;;;
90;151;22/10/2025;450;Data Visualization with Power BI;09/12/2023;HR Analytics Certificate;specialization;109;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";201807;05/04/1922;;;;;;;;;;;;;;;;;;;;
276;302;01/11/2022;165,43;Information Security Foundations;13/06/2022;Business Analytics Certificate;specialization;145;"Prepares students to understand core information security principles; requires no prior security certification.";339045;03/09/1989;;;;;;;;;;;;;;;;;;;;
214;295;13/06/2022;450;Data Analysis Fundamentals;30/11/2021;Statistics for Business Certificate;specialization;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";281237;09/12/1969;;;;;;;;;;;;;;;;;;;;
269;962;13/10/2027;417,54;Python for Business Analytics;25/11/2024;Business Analytics Certificate;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";983524;20/03/1991;;;;;;;;;;;;;;;;;;;;
409;851;22/05/2024;257,43;Cloud Computing Basics;17/09/2023;HR Analytics Certificate;specialization;125;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";837748;26/10/1995;;;;;;;;;;;;;;;;;;;;
472;193;03/03/2033;57,77;Data Visualization with Power BI;17/09/2024;Database Foundations Certificate;completion;19;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";211561;11/07/1980;;;;;;;;;;;;;;;;;;;;
